Date  ,ITC,INFY,TATACOMM,FORTIS,ICICIBANK,ADANIPOWER,JUBLPHARMA,ZENSARTECH,RPOWER,RBLBANK
17-May-21,212.6,"1,329.40","1,070.60",221.85,618.6,102.4,820.9,279.65,6.6,199.2
18-May-21,210.05,"1,340.00","1,069.50",224.05,642.45,100.1,832.45,275.65,6.9,199.95
19-May-21,207.75,"1,337.00","1,058.25",222.9,647.35,101.1,840.35,282.9,7,204.25
20-May-21,207,"1,339.30","1,081.85",221.6,650.3,101.05,833.2,283,6.9,207.7
21-May-21,209.05,"1,354.50","1,067.90",221.4,652.5,100.4,848.45,299.2,7.15,210
24-May-21,211.5,"1,348.05","1,057.70",227.5,652.25,99.25,845.5,294.75,7.5,206.1
25-May-21,210.9,"1,361.60","1,047.85",227.15,643.05,95.15,830.45,288.5,7.85,207.85
26-May-21,210.6,"1,397.25","1,061.10",225.65,662.75,91.95,845.15,285.8,8.2,211.05
27-May-21,211.15,"1,402.25","1,053.65",227.25,650.1,92.5,897,281.85,8.6,216.25
28-May-21,212.9,"1,405.05","1,049.10",226.25,648.35,95.35,887.3,283.85,8.25,214.2
31-May-21,216.6,"1,393.75","1,074.00",230.1,650.25,96.4,881.6,285.1,8.65,211.3
1-Jun-21,215.25,"1,387.20","1,122.95",227.65,642.7,100.75,873.55,286.75,8.65,221.15
2-Jun-21,209,"1,378.65","1,136.90",230.05,648.2,105.75,846.4,284.85,9.05,218.85
3-Jun-21,209.05,"1,389.65","1,121.70",228.55,642.4,126.9,847.1,305,9.5,214.75
4-Jun-21,208.75,"1,385.65","1,141.00",227.25,636.1,151.75,843.05,308.8,9.95,216.7
7-Jun-21,211.45,"1,389.65","1,223.70",226.95,640.4,152.35,836.5,312.65,10.4,216.45
8-Jun-21,213.65,"1,412.95","1,223.85",236.25,635.7,154.1,786.25,311.6,10.9,213.75
9-Jun-21,212.5,"1,415.30","1,230.75",235.9,635.15,148.3,777.5,290.15,11.4,218.35
10-Jun-21,209.3,"1,424.30","1,258.55",230.85,645.3,140.9,759.65,302,11.95,218.25
11-Jun-21,207.9,"1,446.90","1,287.00",236.15,640.1,133.9,779,301.05,12.5,216.6
14-Jun-21,207.3,"1,461.80","1,336.70",233,633,127.25,772.3,297.8,13.1,219.55
15-Jun-21,207.05,"1,473.90","1,326.30",234.3,630.4,120.9,763.1,295.6,13.75,215.8
16-Jun-21,207.85,"1,480.60","1,302.20",232.6,631.25,114.9,755.2,293.4,14.4,209.7
17-Jun-21,205.65,"1,495.30","1,271.70",238.1,630.85,120.6,761.45,298.15,15.1,206.75
18-Jun-21,204.55,"1,503.30","1,254.80",233.95,624.7,126.6,757.35,296.6,15.85,212
21-Jun-21,204.45,"1,500.30","1,270.25",232,634.05,125.95,733.7,299.1,16.6,210.1
22-Jun-21,205.1,"1,511.85","1,269.10",235.15,649,119.7,747.25,305.1,17.4,212.2
23-Jun-21,203.95,"1,503.15","1,277.50",232,650.3,116.75,743.7,304.35,16.6,208.35
24-Jun-21,203.25,"1,559.20","1,282.15",231.95,640.1,118.2,742.65,302.9,15.8,207.45
25-Jun-21,205.05,"1,574.20","1,289.15",232.9,630.9,116.3,742.85,311.35,15.05,212.25
28-Jun-21,203.6,"1,571.80","1,290.45",241,630.85,113.45,739.15,324.6,14.3,214.7
29-Jun-21,203.3,"1,563.05","1,287.95",237.75,640.25,107.8,736.85,335.5,15,211.85
30-Jun-21,202.7,"1,580.80","1,287.10",240.3,647.85,109.4,734.3,340.4,15,210.5
1-Jul-21,203,"1,560.40","1,319.65",243.4,650.3,106.8,732.25,333.7,14.25,209.85
2-Jul-21,202.4,"1,567.80","1,329.00",247.05,654,111.9,719.9,330.05,14.9,210.9
5-Jul-21,203.65,"1,578.95","1,361.20",248.95,641.9,109.8,722.9,338.4,14.2,213.85
6-Jul-21,202.5,"1,562.20","1,360.75",247.05,638.55,108.75,730.05,336.1,13.5,213.35
7-Jul-21,203.75,"1,564.60","1,358.10",243.9,646.25,109.55,733.25,334.45,12.85,223.4
8-Jul-21,202,"1,560.75","1,348.90",243,664.95,108.2,727.2,334.5,13.45,215.75
9-Jul-21,201.35,"1,562.90","1,333.10",239.4,664.35,106.75,735.3,337.8,14.1,218.95
12-Jul-21,201.1,"1,547.85","1,353.20",237,667.45,105.05,730.5,352.95,14.05,220
13-Jul-21,201.85,"1,544.95","1,359.80",235.85,660.3,104.1,743.3,377.65,13.4,219.4
14-Jul-21,204.1,"1,576.90","1,403.35",233.85,655.9,105.65,747.55,373.35,13.35,218.75
15-Jul-21,206.25,"1,580.80","1,390.45",239.3,641.9,102.15,749.8,362.1,13.1,214.95
16-Jul-21,207.9,"1,555.45","1,361.15",237.95,655.95,97.05,705.75,377,13,214.85
19-Jul-21,207.75,"1,541.70","1,385.45",235.35,676.65,101.8,713.8,375.8,13.35,209.3
20-Jul-21,206.8,"1,550.05","1,381.05",236.8,676.75,100.45,717.8,388.35,12.9,204.15
22-Jul-21,207,"1,590.20","1,357.50",236.95,677.45,97.95,710.75,401.3,12.4,205
23-Jul-21,212.4,"1,590.45","1,373.75",239.25,685.05,94.75,714.85,405.25,11.8,204.5
26-Jul-21,211.15,"1,603.90","1,349.55",241.9,687.5,97.05,697.1,422.9,12.35,198.45
27-Jul-21,208.65,"1,602.55","1,348.00",246.65,682.5,95.4,694.35,415.9,11.9,196.15
28-Jul-21,209.1,"1,605.60","1,425.40",254.95,681.4,95.85,668.7,410.35,11.4,192.95
29-Jul-21,206.05,"1,617.00","1,426.60",249.7,690.4,92.85,671.55,413.25,11.5,191.3
30-Jul-21,204.95,"1,610.50","1,442.35",252.55,714.65,91.85,685.8,418.05,12.05,192.95
2-Aug-21,207.3,"1,631.55","1,480.55",250.7,702.45,90.25,686.6,418.65,12.65,194.55
3-Aug-21,209.9,"1,655.20","1,513.25",251.4,697.65,88.15,688.7,428.6,13.25,186.75
4-Aug-21,208.6,"1,649.25","1,502.30",255.05,702.85,92.55,679.15,414.85,12.65,180.4
5-Aug-21,215.25,"1,653.55","1,497.25",248.05,700.9,90.35,662.95,401.7,12.2,182
6-Aug-21,214.25,"1,650.20","1,482.35",243.3,693.55,85.85,657.45,394.9,12.8,177.55
9-Aug-21,213.8,"1,663.30","1,471.30",245.15,701.35,83.4,667.7,417.7,12.7,178.6
10-Aug-21,209.85,"1,677.25","1,403.70",238.55,704.8,85,652.75,417.9,12.1,172.75
11-Aug-21,208.65,"1,677.55","1,389.15",232.65,702.65,84.95,636.85,437.1,11.55,177.7
12-Aug-21,208.9,"1,689.60","1,367.75",235.85,701.2,83.05,666.15,456.7,11.95,176.25
13-Aug-21,211.45,"1,712.20","1,426.75",241.25,688.3,79.95,659.65,446.05,11.55,176.15
16-Aug-21,210.9,"1,704.40","1,375.40",236.5,680.7,77.3,646.4,428.45,11,172.85
17-Aug-21,209.2,"1,741.65","1,398.90",257.7,682.7,77.45,632.35,427.45,10.45,170
18-Aug-21,208.95,"1,733.45","1,405.95",264.6,694.45,73.6,622.2,437.95,10.6,168.85
20-Aug-21,208.9,"1,732.95","1,394.75",267.75,691.05,77.25,623.1,435.3,10.1,162.75
23-Aug-21,206.3,"1,738.75","1,393.45",277.6,698.8,81.1,608.7,446.4,9.6,157.6
24-Aug-21,205.75,"1,720.85","1,408.20",280,699.75,85.15,599.05,455.4,10.05,162.25
25-Aug-21,206.4,"1,735.55","1,401.40",280.05,713.65,89.4,594.35,447.8,10.55,161.55
26-Aug-21,204.6,"1,727.70","1,392.00",280.8,719.05,93.85,594.35,450.3,11.05,162.55
27-Aug-21,205.9,"1,708.80","1,388.20",277.55,719.9,98.5,611.5,437.05,11.2,162.75
30-Aug-21,208,"1,698.05","1,426.85",294.5,725.15,103.4,617,439.35,11.75,169.3
31-Aug-21,211.3,"1,706.45","1,419.15",285.7,724.3,108.55,610.1,443.35,11.4,165.5
1-Sep-21,209.5,"1,677.75","1,383.50",290.5,721.15,103.15,621.1,443.7,11.1,170.95
2-Sep-21,209.75,"1,689.10","1,375.05",284.4,716.9,98,644,437.3,11.65,171.85
3-Sep-21,210.6,"1,700.65","1,367.95",277.45,720.95,93.1,663.3,450.3,12.2,172.2
6-Sep-21,209.3,"1,730.40","1,365.90",287.3,720.25,97.75,656.85,467.8,12.25,174
7-Sep-21,211.75,"1,706.65","1,376.10",283.35,707.4,102.55,658.8,488.35,12.05,173.9
8-Sep-21,211.25,"1,693.25","1,370.20",275.55,707.45,100.55,646.35,487.15,12.65,173.8
9-Sep-21,212.65,"1,691.60","1,357.95",280.6,714.35,99.2,643.65,579.3,13.25,172.15
13-Sep-21,214.15,"1,691.90","1,346.80",277.35,727.2,99.5,637.8,536.45,13.9,172.25
14-Sep-21,216.1,"1,686.15","1,359.90",272.3,720.15,98.55,638.5,547.15,13.85,175.35
15-Sep-21,216,"1,711.45","1,377.35",277.35,710,100.45,631.1,515.4,14.5,179.4
16-Sep-21,230.75,"1,702.25","1,382.50",274.3,711.85,95.45,619.1,514.25,14.05,183.5
17-Sep-21,231.15,"1,691.30","1,406.85",273.3,703.35,94.55,622.45,514.45,13.75,181
20-Sep-21,233.75,"1,687.85","1,396.35",267.95,717,95.9,626.8,507.75,13.4,174
21-Sep-21,241.5,"1,718.45","1,423.15",260.1,722.95,97.05,626.55,509.25,13.1,175.85
22-Sep-21,243.5,"1,716.90","1,450.40",266.45,730,95.85,614.35,498.55,13.4,179.1
23-Sep-21,242.5,"1,742.55","1,462.00",265.25,717.15,97,605.75,489.85,13.55,186.5
24-Sep-21,238.45,"1,763.85","1,435.35",270.9,709.5,96,617.2,488.45,13.1,185.8
27-Sep-21,238.7,"1,721.15","1,425.85",271.55,700.85,98.3,620.3,477.8,13,190.4
28-Sep-21,237.75,"1,687.10","1,395.85",266.5,692.35,97.1,617.5,478.15,12.9,187.4
29-Sep-21,238.1,"1,692.25","1,409.80",263.25,692.35,96.95,617.6,479.4,13.5,188.15
30-Sep-21,236.15,"1,675.20","1,391.75",263.2,700.2,101.75,611.4,475.2,13.65,190.9
1-Oct-21,235.35,"1,665.15","1,410.65",263.5,697.1,106.5,613.9,468.55,13.6,193.5
4-Oct-21,235.35,"1,665.15","1,429.45",265.7,689.5,101.55,633.05,465.2,13.7,193.7
4-Oct-21,236.6,"1,678.75","1,451.25",280.2,702.2,101.95,623.65,508.1,13.5,193.25
5-Oct-21,234.7,"1,692.80","1,477.45",275.55,703.4,101.6,628.5,496.95,14.15,184.7
6-Oct-21,231.25,"1,673.55","1,470.70",278.65,713.3,101.85,632.65,490.35,14.85,189.4
7-Oct-21,232.95,"1,691.00","1,458.15",274.4,708.6,101.65,640.05,495.6,15.55,193.6
8-Oct-21,231.7,"1,723.85","1,433.20",271.45,709.95,106.7,625.15,508.35,16.3,193.05
11-Oct-21,238.05,"1,690.95","1,393.25",268,727.3,112,637.5,502.55,17.1,192.25
12-Oct-21,241.3,"1,685.15","1,456.00",262.9,745.45,123.2,630.6,510.35,16.95,193.35
13-Oct-21,249.2,"1,709.20","1,440.00",269.5,747.45,124.85,626.2,501.7,16.15,191.65
14-Oct-21,256.55,"1,715.75","1,460.25",274.45,745.85,120.9,630.35,508.05,16.95,198.05
18-Oct-21,262.55,"1,792.15","1,497.20",262.7,755.5,123.2,628.5,487.35,16.15,190.2
19-Oct-21,245.95,"1,822.15","1,442.15",255.85,759.3,117.05,625.15,445.6,15.35,188.95
20-Oct-21,246.6,"1,802.35","1,426.65",254.05,841.7,111.2,635.4,449.6,15.85,196.95
21-Oct-21,244.7,"1,753.65","1,388.50",265.1,829.4,112.2,636.65,480.1,15.3,200.85
22-Oct-21,236.6,"1,719.80","1,335.10",256.15,835,108.75,630.35,470.25,14.9,205.3
25-Oct-21,233.4,"1,707.55","1,358.35",248.9,798.7,103.45,611.4,461.65,15.6,210.85
26-Oct-21,236.7,"1,703.70","1,335.55",257.25,802.05,100.5,604.2,467.2,15.55,208.25
27-Oct-21,238.45,"1,728.95","1,307.15",253.6,803.9,102.85,606.2,466.5,14.8,201.05
28-Oct-21,225.1,"1,703.90","1,307.40",248.8,800.95,104.1,600.65,456.9,14.1,180.55
29-Oct-21,223.2,"1,667.75","1,264.50",244.3,785.95,103.25,600.6,462.45,14,185
1-Nov-21,226.85,"1,700.05","1,282.85",242.4,782.1,105.4,599.65,456.15,14.7,206.75
2-Nov-21,225.6,"1,697.90","1,277.25",248.45,780.15,104.5,596.2,464.3,14.2,203.1
3-Nov-21,222.45,"1,702.50","1,310.30",251.85,786.55,109.7,610.15,480.75,14.3,203.55
4-Nov-21,226.55,"1,708.70","1,281.95",252.35,780.9,110.15,615.8,466.85,14.1,204.15
8-Nov-21,229.8,"1,737.50","1,268.40",251.15,771.45,108.1,606.2,473.2,14.15,217.25
9-Nov-21,228.75,"1,742.50","1,240.75",268.1,776.6,108.45,611.1,479.45,14,216.15
10-Nov-21,230.85,"1,740.15","1,237.70",264.8,773.3,107.15,608.3,499.85,13.8,211.6
11-Nov-21,230,"1,733.30","1,225.75",254.35,764.05,106.75,618.8,491.65,13.95,211.2
12-Nov-21,232.9,"1,780.20","1,216.00",257.25,761.3,104.3,619.85,449,13.75,207.25
15-Nov-21,238.1,"1,787.15","1,207.90",276.4,762.9,102.9,611.95,444.85,13.9,209.85
16-Nov-21,235.45,"1,792.30","1,247.10",285.25,752,100.95,611.55,449.45,13.9,207.6
17-Nov-21,239.5,"1,787.45","1,260.25",286.2,751.85,105.95,616.7,449.3,13.5,203.35
18-Nov-21,237.5,"1,779.40","1,222.10",283.1,760.2,105.9,615.45,449.75,12.85,193.35
22-Nov-21,230.9,"1,759.40","1,233.45",266.9,751.05,105.05,611.05,427.35,13.45,196.35
23-Nov-21,231.6,"1,736.90","1,245.45",277.55,722.2,101.25,610.8,416.25,13.6,200.05
24-Nov-21,227.7,"1,696.00","1,293.55",284.75,718.4,98.4,598.05,446.55,14.25,200.5
25-Nov-21,231.3,"1,722.40","1,298.20",288.65,714.35,99.35,600.65,447.35,13.55,185.85
26-Nov-21,224,"1,691.65","1,283.35",283.35,727.7,101.25,597.7,440.3,12.9,181.7
29-Nov-21,221.5,"1,696.35","1,299.25",288.25,722.4,101.75,599.8,439.45,12.9,182.65
30-Nov-21,221.15,"1,712.65","1,276.35",280.8,716.3,100.8,597.1,434.65,12.65,191.9
1-Dec-21,221.9,"1,714.90","1,275.80",286.6,709.55,99.5,586.2,425.5,13.05,192.05
2-Dec-21,225.45,"1,748.25","1,303.25",289.1,734.65,100.35,583.85,450.3,12.6,192.75
3-Dec-21,221.65,"1,735.55","1,292.35",285.45,753.4,103.95,586,446.15,12.35,189.9
6-Dec-21,217.9,"1,695.30","1,341.35",271.1,755,103.55,591.7,439.5,12.7,193.15
7-Dec-21,220.65,"1,711.65","1,358.45",273.5,758,104.05,597.6,449.35,12.75,197.9
8-Dec-21,224.95,"1,753.35","1,369.80",272.45,754,103.75,597,463.75,13.35,199.05
9-Dec-21,235.4,"1,763.45","1,391.75",276.45,758.65,103.35,590.9,469.8,14,198.45
10-Dec-21,236.1,"1,759.25","1,457.05",280.65,752.25,102.2,591.4,480,13.8,196.45
13-Dec-21,234.6,"1,744.65","1,445.40",283,741.15,101.3,586.2,473.6,13.95,193.5
14-Dec-21,228.6,"1,752.15","1,414.50",282.85,728.3,100.1,600.6,449.85,13.8,190.35
15-Dec-21,224.05,"1,734.20","1,371.20",289.25,709.95,97.1,592.35,460.5,13.5,187.2
16-Dec-21,222.9,"1,771.60","1,354.20",290.05,720.35,98.85,591.25,462.8,13.15,179.4
17-Dec-21,217.95,"1,820.85","1,310.75",276.3,732.8,99.65,589.4,475.1,12.5,167.55
20-Dec-21,212.4,"1,798.90","1,356.40",268.1,731.3,99.3,600.35,477.6,12.6,169
21-Dec-21,212.5,"1,811.60","1,394.70",277.95,727.1,98.65,583.6,470.1,13.2,175.2
22-Dec-21,212,"1,824.70","1,395.60",277.8,736,99.45,564.55,498.7,13,177.95
23-Dec-21,217.3,"1,857.60","1,375.65",277.4,735.8,101,558.4,524.6,12.75,172.9
24-Dec-21,218,"1,863.50","1,363.95",273.65,735.7,99.85,567.55,518.7,12.9,140.95
27-Dec-21,217.55,"1,866.15","1,379.65",279.4,735.7,99.45,579.8,521.55,13.5,145.7
28-Dec-21,220.05,"1,888.00","1,400.80",282.8,740.15,99.7,575.75,533.3,13.45,144.3
29-Dec-21,216.75,"1,885.55","1,397.35",289.5,764.7,101.3,566.75,520.7,13.1,130.7
30-Dec-21,216,"1,892.85","1,464.45",291.45,772.85,100.55,572.9,520.45,13.6,127.15
31-Dec-21,218.05,"1,887.75","1,445.30",297.3,788.05,99.85,578.2,498.15,14.25,132.75
3-Jan-22,219.1,"1,898.45","1,421.20",309.5,785.05,99.85,586,499.3,13.9,130.85
4-Jan-22,220.25,"1,899.15","1,502.25",304.25,793.25,100.2,586.6,495.2,13.85,132.75
5-Jan-22,220.55,"1,844.65","1,481.40",293.9,810.75,108.7,590.15,493.15,14.3,136.2
6-Jan-22,218.7,"1,817.80","1,463.10",288.65,810.65,108.55,584.25,495.4,14.15,135.1
7-Jan-22,218.4,"1,814.30","1,485.65",286.95,823.75,119.4,584.15,486.9,14.85,141
10-Jan-22,223.3,"1,850.75","1,479.30",289.4,824.7,116.45,579.45,474,14.3,143
11-Jan-22,221.95,"1,855.60","1,557.70",286.05,820,117.15,564.6,480.9,14.35,149.8
12-Jan-22,222.75,"1,877.45","1,545.50",293.45,819.3,116.05,564.05,475.2,14.25,148.45
13-Jan-22,223.95,"1,896.80","1,545.25",287.8,823.1,109.75,568.3,474,14.95,156.5
14-Jan-22,222.6,"1,929.35","1,551.60",286.45,808.6,113.9,568,461.5,15.65,155.2
17-Jan-22,224.6,"1,939.50","1,485.45",289.4,810.25,113.75,569.45,444.15,16.1,149.2
18-Jan-22,220.75,"1,920.75","1,523.60",289,804.5,109.95,571.05,415.65,15.85,150.85
19-Jan-22,220.35,"1,867.05","1,449.80",286.5,798.45,102.8,570.05,410.5,16.55,151.45
20-Jan-22,218.75,"1,823.70","1,374.35",280.25,801.65,107.15,561,402.55,16.05,146.75
21-Jan-22,217.05,"1,785.70","1,293.35",276,794.65,105.65,561.8,409.4,15.25,137.75
24-Jan-22,211.8,"1,736.80","1,292.50",266.25,781.15,105.75,562.3,415.5,14.75,144
25-Jan-22,214.3,"1,722.15","1,278.10",271.05,788.8,106.25,551.75,424.1,14.8,153.15
27-Jan-22,214.6,"1,678.60","1,267.35",262.6,810.3,108,543.9,436.75,15.2,147.55
28-Jan-22,217.6,"1,686.20","1,283.30",265.3,813.75,108.35,536.6,428.5,14.8,148.3
31-Jan-22,220.2,"1,736.20","1,305.65",270.3,808.95,107.6,526.1,414.95,15.5,150.35
1-Feb-22,227.75,"1,772.05","1,312.35",275.45,805.05,108.55,520.6,401.8,16.05,154.7
2-Feb-22,232.15,"1,787.10","1,303.50",277.65,786.4,111.7,519.15,389.4,16.85,153.55
3-Feb-22,234.45,"1,738.55","1,311.75",268.5,792.5,108.15,521.55,387.2,17.65,149.65
4-Feb-22,234.3,"1,741.10","1,275.90",264.8,802.8,107.6,528.6,403.8,18.5,146.25
7-Feb-22,230.2,"1,715.00","1,268.55",263.6,805.5,122.75,524.35,390,17.6,144.65
8-Feb-22,231.25,"1,717.30","1,284.35",260.85,790.8,125,526.55,360.55,17,146.3
9-Feb-22,230.15,"1,737.30","1,307.00",258.6,753.7,113.35,489.2,380.5,16.15,146.4
10-Feb-22,232.25,"1,769.60","1,254.90",261.9,776.05,117.95,470.75,378.05,15.95,141.8
11-Feb-22,232.45,"1,721.35","1,210.95",259.2,764.05,126.75,464.6,372.6,15.2,135.25
14-Feb-22,219.45,"1,682.20","1,265.95",259,750.35,132,466.05,361.9,14.55,143.1
15-Feb-22,223,"1,738.25","1,255.30",266.4,748.9,131.6,461.25,348.8,14.8,143.3
16-Feb-22,222.75,"1,733.30","1,243.00",266.9,754.45,120.15,457.4,337.05,14.15,140.35
17-Feb-22,222.65,"1,724.80","1,236.70",263.05,751.3,120.55,452.4,343.9,14.15,140.25
18-Feb-22,221.9,"1,706.95","1,233.35",261.15,744.6,125.55,445.9,316.55,13.6,137.95
21-Feb-22,218,"1,730.70","1,220.50",256.25,707.4,111.15,439.4,339.7,12.95,137.95
22-Feb-22,214.85,"1,734.35","1,214.60",249.35,730.05,124.05,443.75,346.35,13.55,138.75
23-Feb-22,215.95,"1,742.85","1,134.80",245.4,742.7,123.75,435.15,349.5,12.9,122.3
24-Feb-22,208.5,"1,678.15","1,177.35",233.3,714.85,123.1,422,354.45,13,132.95
25-Feb-22,213.95,"1,694.60","1,183.25",241.35,698.3,122.7,419.15,349.25,13.05,133.35
28-Feb-22,215.85,"1,715.60","1,177.20",245.5,688.05,119.75,401.15,337.25,13.15,132.85
2-Mar-22,215.3,"1,702.80","1,166.05",246.65,653.75,116.45,404.75,337.45,13.05,131.15
3-Mar-22,219.4,"1,720.85","1,144.35",267,665,118.7,397.05,361.85,12.85,126.55
4-Mar-22,225.5,"1,723.30","1,130.05",263.5,667.45,121.3,414.1,363.95,12.65,121.85
7-Mar-22,224.95,"1,739.85","1,138.30",256.55,676.6,122.5,413.05,364.2,12.8,128.45
8-Mar-22,226.9,"1,778.20","1,160.00",259.35,677.9,121.8,396.6,365.85,13.35,131.6
9-Mar-22,229.25,"1,813.35","1,156.90",264.3,696.15,122.15,397,361.4,13.55,133.3
10-Mar-22,232,"1,825.90","1,146.65",260.5,697.35,122.3,397.05,367.35,14.2,133.85
11-Mar-22,236.35,"1,822.00","1,146.85",262.4,708,122.9,405.2,376.9,13.85,133.15
14-Mar-22,239,"1,890.70","1,124.65",257.75,720.1,125.1,424.3,371.3,13.45,129.25
15-Mar-22,237.85,"1,839.30","1,169.25",251.75,710.75,124.55,417.5,385.75,14.1,133.3
16-Mar-22,242.6,"1,889.40","1,157.35",253.7,718.2,123.75,405.25,383.15,13.75,136.45
17-Mar-22,244.9,"1,854.60","1,147.80",254.45,718.3,130.2,403.5,377.8,13.65,133.3
21-Mar-22,244.5,"1,853.05","1,142.70",258.35,704.2,132.15,405.45,375.45,13,134.8
22-Mar-22,249.75,"1,887.40","1,184.30",261.7,699.25,143.2,407.45,372.15,12.85,134.25
23-Mar-22,252,"1,872.40","1,164.85",266.95,710.35,152.25,449.65,373.2,13,135
24-Mar-22,254.85,"1,886.70","1,166.40",280.2,715.3,173.55,440.35,372.45,13,133.35
25-Mar-22,253.35,"1,876.55","1,156.55",275.65,730.9,171.5,435.05,366.95,12.35,130.6
28-Mar-22,257.05,"1,873.90","1,153.85",270.95,730.3,185.1,434.85,377.25,12.95,128.65
29-Mar-22,254.6,"1,886.00","1,158.05",271.35,736.25,203.45,430.85,383.15,13.55,129.25
30-Mar-22,249.2,"1,903.95","1,228.60",280.35,746.6,211.95,410.35,386.7,13.5,130.2
31-Mar-22,250.65,"1,906.85","1,239.15",290.4,741.8,233.1,399.9,383.7,14.15,137
1-Apr-22,253.3,"1,903.55","1,239.15",284.1,741.6,244.75,398.8,384,14.2,141.9
4-Apr-22,255.45,"1,882.95","1,235.40",276,748.55,232.55,388.15,385.15,14.85,141.45
5-Apr-22,259.45,"1,861.10","1,241.50",275.5,754.3,220.95,410.8,376.9,15.55,139.8
6-Apr-22,259.6,"1,828.85","1,267.65",277,759.6,231.6,436.1,357.95,16.3,137.2
7-Apr-22,256.65,"1,811.00","1,328.00",271.05,763.85,230.8,466.05,358.1,15.5,128.1
8-Apr-22,267.8,"1,814.60","1,349.30",271.9,762.25,223.25,465.2,342.65,15.6,131.25
11-Apr-22,267.5,"1,766.55","1,335.75",276,757.8,234.4,453.85,323.35,15.7,131.75
12-Apr-22,264.8,"1,742.45","1,316.75",276.3,766.3,232.45,462.75,314.35,15.15,130.9
13-Apr-22,269.55,"1,748.55","1,302.55",270.75,755.55,235.05,472.95,340.65,14.85,130.2
18-Apr-22,270.1,"1,621.40","1,307.80",272.15,762.35,246.8,476.5,340.65,14.4,124.6
19-Apr-22,261.55,"1,562.00","1,282.50",270.85,747.65,259.1,476.2,328.8,14.4,124.05
20-Apr-22,259.55,"1,587.70","1,312.35",270.85,752.2,272.05,461.75,333.45,14.75,126.55
21-Apr-22,260.4,"1,618.80","1,282.00",278.8,753.75,285.65,462.25,331.2,15.15,124.1
22-Apr-22,261.1,"1,585.45","1,234.10",274.4,736.7,299.2,477.35,332.05,14.95,120.45
25-Apr-22,255.25,"1,561.10","1,119.50",270.05,747.15,284.25,482.75,323.1,14.55,124.05
26-Apr-22,258.95,"1,581.00","1,104.65",275.8,743.3,280.35,483.65,307.5,14.5,121.75
27-Apr-22,257.5,"1,552.80","1,078.05",272.75,741,280.35,479.55,303.55,14.4,120.95
28-Apr-22,261.1,"1,582.60","1,085.35",268.25,724.25,266.35,471.45,310.1,13.95,120.2
29-Apr-22,259.55,"1,567.55","1,094.50",267.15,728.8,278.15,462,302.8,14.25,117.25
2-May-22,263.15,"1,541.00","1,083.50",264.05,719.25,292.05,456.65,292.7,14.2,116.75
